street_address,city,state,zipCode,latitude,longitude,beds,rent_price/month,listed_date,property_link
"For Rent - 1300 W 7th Ave, Anchorage, AK",Anchorage,AK,99501,61.21545,-149.90778,2,"$2,800+",13 days ago,https://www.zillow.com/b/west-bluff-condominiums-anchorage-ak-5Xnzyf/
"Apartment for rent - 2900 Borland Dr #B, Anchorage, AK 99517",Anchorage,AK,99517,61.182888,-149.93756,1,$1300.0,3 days ago,https://www.zillow.com/homedetails/2900-Borland-Dr-B-Anchorage-AK-99517/2061650873_zpid/
"Apartment for rent - 3320 Max Cir APT 2, Anchorage, AK 99507",Anchorage,AK,99507,61.17748,-149.81786,2,$1625.0,6 days ago,https://www.zillow.com/homedetails/3320-Max-Cir-APT-2-Anchorage-AK-99507/2094237955_zpid/
"Apartment for rent - 8641 Brookway Cir #2, Anchorage, AK 99504",Anchorage,AK,99504,61.19261,-149.7194,1,$1475.0,16 days ago,https://www.zillow.com/homedetails/8641-Brookway-Cir-2-Anchorage-AK-99504/2079712949_zpid/
"For Rent - 800 15th Ave, Fairbanks, AK",Fairbanks,AK,99701,64.83435,-147.7231,2,"$1,500+",22 days ago,"https://www.zillow.com/b/Fairbanks-AK/64.83435,-147.7231_ll/"
"For Rent - 524 E 11th Ave, Anchorage, AK",Anchorage,AK,99501,61.21138,-149.87422,0/1,"$995+/$1,025+",12 days ago,https://www.zillow.com/b/524-e-11th-ave-anchorage-ak-5XnLtV/
"Apartment for rent - 3483 Rewak Dr #3, Fairbanks, AK 99709",Fairbanks,AK,99709,64.834816,-147.80672,2,$1895.0,4 days ago,https://www.zillow.com/homedetails/3483-Rewak-Dr-3-Fairbanks-AK-99709/2101308141_zpid/
"Apartment for rent - 8020 Huckleberry St #1, Anchorage, AK 99502",Anchorage,AK,99502,61.147755,-149.94855,3,$2000.0,6 days ago,https://www.zillow.com/homedetails/8020-Huckleberry-St-1-Anchorage-AK-99502/2089068563_zpid/
"Townhouse for rent - 1810 E 72nd Ave #A, Anchorage, AK 99507",Anchorage,AK,99507,61.155277,-149.84956,3,$1800.0,3 days ago,https://www.zillow.com/homedetails/1810-E-72nd-Ave-A-Anchorage-AK-99507/2059108796_zpid/
"Apartment for rent - 8361 E 5th Ave #A, Anchorage, AK 99504",Anchorage,AK,99504,61.217884,-149.7242,2,$2700.0,11 days ago,https://www.zillow.com/homedetails/8361-E-5th-Ave-A-Anchorage-AK-99504/2088397918_zpid/
